Mouse,Slice,Soma_Area_microns2,Soma_MajorAxisLength_microns,Roundness,Object_Number,NumberBranchEnds,NumberNonTrunkBranches,NumberTrunks,TotalObjectSkeletonLength_microns,AverageBranchLength_microns,Virus
138-4-4,slice1,43.1739,8.131801404,0.831300176,38,2,0,2,6.749848568,3.374924284,TdT_MD
138-4-4,slice1,62.4897,12.66709453,0.495866233,39,21,14,7,86.19978888,4.104751852,TdT_MD
138-4-4,slice1,43.1739,8.353494053,0.787762067,40,0,0,0,0,0,TdT_MD
138-4-4,slice1,64.6506,10.51061518,0.74512032,41,6,4,2,38.27607634,6.379346056,TdT_MD
138-4-4,slice1,67.473,10.38430191,0.796682957,42,9,6,3,65.45818298,7.273131442,TdT_MD
138-4-4,slice1,49.0392,11.42867082,0.478037589,43,5,2,3,16.67954574,3.335909148,TdT_MD
138-4-4,slice1,57.6387,9.876308473,0.752376121,44,17,19,6,100.3294864,4.013179456,TdT_MD
138-4-4,slice1,49.5684,10.24771076,0.600981774,45,6,2,6,20.0395458,2.504943225,TdT_MD
138-4-4,slice1,75.4551,13.43872596,0.531964341,46,6,2,6,41.73798536,5.21724817,TdT_MD
138-4-4,slice1,105.7077,20.1424457,0.331735798,47,7,2,6,18.6565306,2.332066325,TdT_MD
138-4-4,slice1,48.2895,9.924581189,0.624221107,48,4,3,3,30.99195489,5.165325816,TdT_MD
138-4-4,slice1,81.8496,13.11430796,0.605948793,49,5,3,5,21.17034879,2.646293598,TdT_MD
138-4-4,slice1,54.2871,10.93546373,0.578006007,50,5,1,4,15.40462149,3.080924298,TdT_MD
138-4-4,slice1,70.0308,11.70385097,0.65094102,51,0,0,0,0,0,TdT_MD
138-4-4,slice1,60.6375,10.91296427,0.64828495,52,14,11,5,71.51833446,4.469895904,TdT_MD
138-4-4,slice1,33.6924,9.171528207,0.50998647,53,12,7,5,51.44275837,4.286896531,TdT_MD
138-4-4,slice1,94.8591,15.22462376,0.521069893,54,9,4,7,35.99592472,3.272356793,TdT_MD
138-4-4,slice1,72.9855,10.85012805,0.789363388,55,16,12,4,96.42647065,6.026654416,TdT_MD
138-4-4,slice1,37.1322,8.593935624,0.64014242,56,29,26,7,176.6232451,5.35221955,TdT_MD
138-4-4,slice1,71.5302,12.56189934,0.577150319,57,2,0,2,4.091909146,2.045954573,TdT_MD
138-4-4,slice1,42.1596,8.55996709,0.732592403,58,2,0,2,2.570954579,1.28547729,TdT_MD
138-4-4,slice1,52.8759,10.56340927,0.60333661,59,4,1,5,8.690803159,1.448467193,TdT_MD
138-4-4,slice1,56.448,10.0553889,0.71082212,60,0,0,0,0,0,TdT_MD
138-4-4,slice1,38.4111,8.480585499,0.680009828,61,6,3,3,32.14748536,5.357914227,TdT_MD
138-4-4,slice1,48.5982,9.035339432,0.757951397,62,3,1,3,16.56271232,4.140678079,TdT_MD
138-4-4,slice1,51.7293,11.1069566,0.533895882,63,5,2,3,17.50462146,3.500924293,TdT_MD
138-4-4,slice1,50.4945,10.82080189,0.549079593,64,4,2,4,17.62763657,2.937939428,TdT_MD
138-4-4,slice1,42.9093,8.268120116,0.799186233,65,13,11,4,57.13642496,3.809094998,TdT_MD
138-4-4,slice1,66.1059,13.86532413,0.437814648,66,1,0,1,9.422712268,9.422712268,TdT_MD
138-4-4,slice1,69.678,13.91462636,0.458208031,67,9,6,3,43.78084892,4.864538769,TdT_MD
138-4-4,slice1,39.1608,8.572372055,0.678515308,68,22,23,7,148.8682748,4.962275826,TdT_MD
138-4-4,slice1,32.9427,7.429598026,0.75986891,69,8,5,3,33.65607612,4.207009516,TdT_MD
138-4-4,slice1,44.1882,12.80414209,0.343174856,70,9,5,4,44.01195511,4.890217234,TdT_MD
138-4-4,slice1,90.6696,19.61396038,0.300082888,71,11,5,8,28.42718209,2.186706314,TdT_MD
138-4-4,slice1,55.9188,10.26136248,0.676173121,72,9,5,4,48.74878844,5.416532049,TdT_MD
138-4-4,slice1,56.3598,12.62878079,0.449942184,73,20,15,6,114.0664714,5.431736735,TdT_MD
138-4-4,slice1,53.6256,10.04956183,0.676064341,74,3,1,2,5.822863675,1.940954558,TdT_MD
138-4-4,slice1,66.5469,11.05177891,0.693702997,75,5,3,2,17.5195457,3.503909141,TdT_MD
138-4-4,slice1,45.5994,9.772392754,0.607949381,76,5,0,5,13.04366688,2.608733377,TdT_MD
138-4-4,slice1,37.2645,7.936599308,0.753245433,77,12,16,4,81.16597095,4.058298548,TdT_MD
138-4-4,slice1,56.2275,10.00474249,0.715232207,78,7,5,4,31.2652733,3.473919256,TdT_MD
138-4-4,slice1,66.7674,10.79201579,0.729910211,79,15,18,4,119.2469716,5.420316889,TdT_MD
138-4-4,slice1,44.5851,8.742381046,0.742746134,80,3,0,3,6.575878857,2.191959619,TdT_MD
138-4-4,slice1,32.8986,8.423508228,0.59033907,81,1,1,1,11.01572744,5.507863719,TdT_MD
138-4-4,slice1,36.162,8.60383665,0.621982618,82,1,0,1,0.296984843,0.296984843,TdT_MD
138-4-4,slice1,69.1488,12.58377646,0.55599742,83,10,8,2,64.30627363,6.430627363,TdT_MD
138-4-4,slice1,44.9379,10.36094232,0.532996528,84,12,6,7,61.53768282,4.733667909,TdT_MD
138-4-4,slice1,53.9343,10.27225644,0.65079388,85,5,1,4,4.5628637,0.91257274,TdT_MD
138-4-4,slice1,32.2812,7.47518909,0.73555546,86,9,5,5,32.85828832,3.285828832,TdT_MD
138-4-4,slice1,51.0237,10.7392552,0.563292205,87,5,4,2,22.87145487,3.811909146,TdT_MD
138-4-4,slice1,61.5636,9.888901784,0.801563623,88,3,0,3,8.618742557,2.872914186,TdT_MD
138-4-4,slice1,57.9474,9.159757127,0.879379134,89,15,13,9,91.65978913,4.166354052,TdT_MD
138-4-4,slice1,49.6566,9.669741994,0.676172222,90,7,4,3,40.47180345,5.781686207,TdT_MD
138-4-4,slice1,70.8246,11.33964736,0.70128597,91,10,6,4,55.8527582,5.58527582,TdT_MD
138-4-4,slice1,53.802,10.39067617,0.634484356,92,1,0,2,1.940954579,0.97047729,TdT_MD
138-4-4,slice1,59.2263,11.2280371,0.598159553,93,4,1,7,18.55462146,2.319327683,TdT_MD
138-4-4,slice1,66.9879,10.56785953,0.763716929,94,7,4,3,25.46351543,3.637645061,TdT_MD
138-4-4,slice1,41.7627,9.3293945,0.610930449,95,2,0,3,3.041909158,1.013969719,TdT_MD
138-4-4,slice1,56.3157,9.482477505,0.79743623,96,8,11,3,48.20577327,3.44326952,TdT_MD
138-4-4,slice1,54.1107,10.27051796,0.653143453,97,1,0,2,1.013969699,0.506984849,TdT_MD
138-4-4,slice1,71.883,10.01175226,0.913095333,98,10,6,4,52.97863707,5.297863707,TdT_MD
138-4-4,slice1,70.8687,12.56080079,0.571912948,99,8,4,6,20.72050033,2.072050033,TdT_MD
138-4-4,slice1,44.8938,10.10793606,0.559463186,100,6,4,2,25.26843972,4.21140662,TdT_MD
138-4-4,slice1,38.6757,9.109490769,0.593417161,101,1,0,1,0.21,0.21,TdT_MD
138-4-4,slice1,61.9164,11.24946201,0.622948736,102,7,6,1,48.87798552,6.98256936,TdT_MD
138-4-4,slice1,71.883,14.87012199,0.413911268,103,4,7,5,33.43115203,2.785929336,TdT_MD
138-4-4,slice1,75.9402,13.70391025,0.514864376,104,4,1,3,14.05763662,3.514409155,TdT_MD
138-4-4,slice1,49.7889,10.1341652,0.617257949,105,7,6,2,45.63481891,5.704352363,TdT_MD
138-4-4,slice1,80.6148,12.29267514,0.679253822,106,16,12,8,72.3372282,3.61686141,TdT_MD
138-4-4,slice1,54.9045,10.61487983,0.620423009,107,5,3,3,16.01351528,2.668919213,TdT_MD
138-4-4,slice2,34.1334,9.561942205,0.475332424,1,3,2,1,28.56512146,9.521707153,TdT_MD
138-4-4,slice2,77.8365,11.12556423,0.800662202,2,8,6,6,51.10100069,4.258416724,TdT_MD
138-4-4,slice2,76.9986,13.52391275,0.536028927,3,1,0,2,4.511909183,2.255954592,TdT_MD
138-4-4,slice2,79.5564,18.63378989,0.291731183,4,4,0,4,17.59160644,4.397901611,TdT_MD
138-4-4,slice2,56.1393,13.85225167,0.372508653,5,3,0,3,15.12874266,5.042914219,TdT_MD
138-4-4,slice2,58.0797,10.44173289,0.678249253,6,9,5,4,44.85195528,4.983550587,TdT_MD
138-4-4,slice2,69.8103,14.85299937,0.402903739,7,6,3,3,22.4365306,3.739421766,TdT_MD
138-4-4,slice2,43.7913,9.747445952,0.586835374,8,8,5,3,57.75150086,7.218937608,TdT_MD
138-4-4,slice2,55.4337,9.369111221,0.804057666,9,3,2,1,29.86733368,9.955777894,TdT_MD
138-4-4,slice2,71.5743,11.99698699,0.633173678,10,12,8,5,57.82356145,4.447966265,TdT_MD
138-4-4,slice2,61.4313,10.51183147,0.707852949,11,2,1,1,14.09366696,7.04683348,TdT_MD
138-4-4,slice2,74.1321,12.32295729,0.621564976,12,0,0,0,0,0,TdT_MD
138-4-4,slice2,32.7663,9.46231147,0.465953998,13,5,1,4,14.33969716,2.867939432,TdT_MD
138-4-4,slice2,50.2299,9.410599089,0.722167414,14,3,1,2,11.87065158,3.956883859,TdT_MD
138-4-4,slice2,77.5719,17.43778777,0.32481178,15,4,0,4,17.28843957,4.322109892,TdT_MD
138-4-4,slice2,72.3681,13.42702238,0.511090565,16,9,6,4,67.28230399,6.728230399,TdT_MD
138-4-4,slice2,37.485,7.589985833,0.82848701,17,8,8,3,36.11019743,3.282745221,TdT_MD
138-4-4,slice2,54.3753,11.37955848,0.5346394,18,6,1,5,16.80256084,2.800426806,TdT_MD
138-4-4,slice2,75.1023,15.11581153,0.418504777,19,1,1,4,8.936833436,1.787366687,TdT_MD
138-4-4,slice2,38.5875,8.241764626,0.723296471,20,1,0,1,2.867939447,2.867939447,TdT_MD
138-4-4,slice2,39.9105,10.6621591,0.44699943,21,9,3,6,39.70130362,4.411255957,TdT_MD
138-4-4,slice2,72.4563,11.04723101,0.755926204,22,0,0,1,0,0,TdT_MD
138-4-4,slice2,71.9271,10.09728062,0.89824295,23,4,2,4,15.14366692,2.523944487,TdT_MD
138-4-4,slice2,33.075,9.199018659,0.497653396,24,6,2,6,21.37160639,2.671450799,TdT_MD
138-4-4,slice2,81.9819,17.61719023,0.336321639,25,13,9,7,89.86295581,5.616434738,TdT_MD
138-4-4,slice2,125.9055,27.62623678,0.210044523,26,5,0,5,11.97874254,2.395748509,TdT_MD
138-4-4,slice2,80.5266,11.17392822,0.821178797,27,12,15,3,104.6313954,5.812855301,TdT_MD
138-4-4,slice2,31.2669,10.24871793,0.379014532,28,6,4,3,28.85336402,4.121909146,TdT_MD
138-4-4,slice2,113.7339,25.67839537,0.219616157,29,3,0,3,4.214924315,1.404974772,TdT_MD
138-4-4,slice2,75.9402,11.69946342,0.706398824,30,9,4,7,23.11748508,2.101589552,TdT_MD
138-4-4,slice2,60.5493,12.88255595,0.464531502,31,17,13,4,81.03421327,4.766718427,TdT_MD
138-4-4,slice2,88.2441,16.51229508,0.41207941,32,26,26,6,171.7757594,5.367992483,TdT_MD
138-4-4,slice2,53.9784,10.32403668,0.644808937,33,10,6,8,36.37115214,2.597939438,TdT_MD
138-4-4,slice2,59.1822,12.61787781,0.473291374,34,4,0,4,6.017939435,1.504484859,TdT_MD
138-4-4,slice2,69.237,17.58888814,0.284951919,35,10,6,11,49.0308493,2.884167606,TdT_MD
138-4-4,slice2,86.3037,18.81570243,0.310383525,36,8,1,8,24.02336384,2.669262649,TdT_MD
138-4-4,slice2,65.6649,14.15983081,0.416991572,37,6,3,3,49.5403947,8.25673245,TdT_MD
138-4-4,slice2,33.3837,8.51388758,0.586392983,38,1,0,2,1.433969724,0.716984862,TdT_MD
138-4-4,slice2,60.9021,9.976669616,0.779060537,39,10,4,8,29.8251215,2.485426791,TdT_MD
138-4-4,slice2,32.634,9.412060531,0.469041213,40,6,2,7,29.51939431,3.279932701,TdT_MD
138-4-4,slice2,57.1977,10.90988079,0.611855226,41,7,3,4,34.91607631,4.988010902,TdT_MD
138-4-4,slice2,75.7638,11.47613191,0.732454758,42,5,2,3,17.0485912,3.40971824,TdT_MD
138-4-4,slice2,44.982,13.23052659,0.32718593,43,6,5,3,22.34336389,2.792920487,TdT_MD
138-4-4,slice2,57.6387,11.31899146,0.572807679,44,20,16,6,94.41089509,4.291404322,TdT_MD
138-4-4,slice2,87.6267,12.03994073,0.769658158,45,10,5,5,37.24718245,3.724718245,TdT_MD
138-4-4,slice2,108.927,16.84591798,0.488715707,46,10,6,4,29.21622769,2.921622769,TdT_MD
138-4-4,slice2,113.5575,21.13963878,0.323542113,47,7,2,7,21.626379,2.402931,TdT_MD
138-4-4,slice2,37.4409,8.950404456,0.595074138,48,3,1,2,6.0328637,2.010954567,TdT_MD
138-4-4,slice2,59.0499,9.706196998,0.798051801,49,9,7,2,62.45848582,6.939831757,TdT_MD
138-4-4,slice2,125.3322,19.27870928,0.429355344,50,8,4,6,27.13733357,2.713733357,TdT_MD
138-4-4,slice2,41.4981,8.623097672,0.710577941,51,5,3,4,52.62195532,7.517422189,TdT_MD
138-4-4,slice2,94.4181,20.22778049,0.293811582,52,10,6,7,42.37416735,3.259551335,TdT_MD
138-4-4,slice2,33.7365,7.324909687,0.800581582,53,3,1,5,13.07969716,2.179949527,TdT_MD
138-4-4,slice2,102.4884,14.94127487,0.584533655,54,14,5,9,50.93577335,3.638269525,TdT_MD
138-4-4,slice2,82.1583,14.81428792,0.476650443,55,9,3,6,23.27653063,2.586281182,TdT_MD
138-4-4,slice2,59.3586,10.41692624,0.696489526,56,5,3,2,15.41954573,3.083909146,TdT_MD
138-4-4,slice2,126.2142,17.94455735,0.499060087,57,13,7,9,47.01783386,2.938614616,TdT_MD
138-4-4,slice2,35.6769,10.87304124,0.38423344,58,7,3,4,29.9754246,4.282203514,TdT_MD
138-4-4,slice2,97.8138,20.35914673,0.300463073,59,10,4,9,32.15622762,2.473555971,TdT_MD
138-4-4,slice2,82.3788,11.5433357,0.787159839,60,6,1,5,23.66050032,3.94341672,TdT_MD
138-4-4,slice2,63.7686,13.22803381,0.464009004,61,11,6,7,48.03180369,3.69475413,TdT_MD
138-4-4,slice2,66.7674,14.49450086,0.404639294,62,13,12,4,77.03803123,4.814876952,TdT_MD
138-4-4,slice2,35.7651,10.67291347,0.399763911,63,12,12,2,82.72295583,5.90878256,TdT_MD
138-4-4,slice2,43.8795,8.225418206,0.825763747,64,5,1,4,14.35462148,2.870924295,TdT_MD
138-4-4,slice2,73.647,11.11092996,0.759563976,65,3,0,3,4.75793946,1.58597982,TdT_MD
138-4-4,slice2,48.2013,12.79681682,0.374770125,66,4,4,4,21.06843969,2.633554962,TdT_MD
138-4-4,slice2,79.0713,15.83473779,0.401520058,67,16,10,9,86.20597085,4.537156361,TdT_MD
138-4-4,slice2,60.4611,11.23235367,0.610161251,68,1,0,1,2.324924253,2.324924253,TdT_MD
138-4-4,slice2,105.3549,14.4589806,0.64163716,69,5,3,2,14.82557584,2.965115168,TdT_MD
138-4-4,slice2,58.212,11.57641353,0.553062961,70,5,2,4,11.13874262,1.856457103,TdT_MD
138-4-4,slice2,38.367,12.54490656,0.310408138,71,2,1,2,25.34668214,8.448894047,TdT_MD
138-4-4,slice2,55.6542,9.202156889,0.836813728,72,9,5,4,49.93054601,5.547838445,TdT_MD
138-4-4,slice2,83.8782,14.21291742,0.528679846,73,10,6,4,41.16512182,4.116512182,TdT_MD
138-4-4,slice2,82.467,17.39523186,0.347000317,74,9,3,8,34.98813678,3.180739707,TdT_MD
138-4-4,slice2,57.5505,17.78109174,0.231762077,75,9,5,6,42.66497029,3.878633663,TdT_MD
138-4-4,slice2,67.2525,12.18986119,0.576263392,76,3,0,4,1.940954542,0.485238635,TdT_MD
138-4-4,slice2,57.9033,9.651243754,0.791492612,77,11,8,5,50.63878854,3.895291426,TdT_MD
138-4-4,slice2,32.2812,7.277823388,0.775991143,78,2,0,3,6.416833398,2.138944466,TdT_MD
138-4-4,slice2,61.1667,10.22384334,0.74506952,79,0,0,0,0,0,TdT_MD
138-4-4,slice2,112.2786,14.55986372,0.674361065,80,5,1,4,6.626833486,1.325366697,TdT_MD
138-4-4,slice2,93.5802,21.03707666,0.269229912,81,7,5,5,32.80733379,3.280733379,TdT_MD
138-4-4,slice2,74.0439,14.60847732,0.441763167,82,14,14,3,73.49531943,4.323254084,TdT_MD
138-4-4,slice2,58.6971,10.43739653,0.686028878,83,6,3,7,26.14446996,2.614446996,TdT_MD
138-4-4,slice2,56.1834,11.64821781,0.527228854,84,7,1,6,18.67145476,2.66735068,TdT_MD
138-4-4,slice2,41.7186,8.241024971,0.782127191,85,13,12,4,90.81978898,5.676236811,TdT_MD
138-4-4,slice2,69.8985,14.24242179,0.438743089,86,5,3,5,25.12431855,3.140539819,TdT_MD
138-4-4,slice2,82.026,14.09655779,0.525575969,87,16,13,5,66.41245545,3.689580858,TdT_MD
138-4-4,slice2,36.2943,9.465475535,0.515779015,88,4,2,3,36.56004585,7.31200917,TdT_MD
138-4-4,slice2,40.6602,11.89227836,0.366057658,89,1,0,1,0.890954529,0.890954529,TdT_MD
138-4-4,slice2,87.8472,17.84476378,0.351250083,90,9,6,7,45.06195512,3.46630424,TdT_MD
138-4-4,slice2,105.0903,18.15999794,0.405733774,91,15,14,11,92.83898634,3.713559453,TdT_MD
138-4-4,slice2,70.56,13.93935457,0.462363306,92,3,0,3,8.075727375,2.691909125,TdT_MD
138-4-4,slice2,58.8294,9.416274629,0.844785216,93,2,1,1,9.28477282,4.64238641,TdT_MD
138-4-4,slice2,35.1036,8.066674194,0.686867144,94,0,0,0,0,0,TdT_MD
138-4-4,slice2,50.8473,11.13982617,0.521700421,95,4,2,3,17.01256089,3.402512177,TdT_MD
138-4-4,slice2,56.9772,9.968724243,0.730015458,96,3,0,3,5.243818279,1.747939426,TdT_MD
138-4-4,slice2,92.8305,17.30814199,0.394548058,97,14,14,7,74.38009198,3.541909142,TdT_MD
138-4-4,slice2,48.8187,9.014641224,0.764890797,98,8,5,3,30.89622772,3.862028465,TdT_MD
138-4-4,slice2,86.8329,13.543933,0.60270505,99,20,19,6,148.7514415,5.950057662,TdT_MD
138-4-4,slice2,37.3527,8.643427189,0.636590514,100,7,4,4,24.92924271,3.116155339,TdT_MD
138-4-4,slice2,72.8532,13.13786544,0.537414193,101,4,5,2,35.66909134,5.095584478,TdT_MD
138-4-4,slice2,75.4992,16.59891067,0.348893833,102,3,0,3,15.25175779,5.083919263,TdT_MD
138-4-4,slice2,62.7543,9.873392899,0.819635517,103,3,0,4,5.735878844,1.433969711,TdT_MD
138-4-4,slice2,64.3419,11.08695195,0.666468564,104,3,0,3,5.92477272,1.97492424,TdT_MD
138-4-4,slice2,53.2287,9.300269144,0.783546805,105,1,0,1,7.922863812,7.922863812,TdT_MD
138-4-4,slice2,75.2346,13.07498877,0.560331562,106,7,4,3,34.64019752,4.948599645,TdT_MD
138-4-4,slice2,64.6506,13.61776037,0.443885852,107,4,2,5,8.219848593,1.174264085,TdT_MD
138-4-4,slice2,63.3276,9.58348628,0.877922333,108,0,0,0,0,0,TdT_MD
138-4-4,slice2,57.5505,10.09058947,0.719657979,109,3,0,3,6.503818216,2.167939405,TdT_MD
138-4-4,slice2,41.0571,8.716933554,0.687972245,110,1,0,1,0.716984856,0.716984856,TdT_MD
138-4-4,slice2,53.8461,9.558586359,0.750372718,111,13,10,5,73.54009173,4.902672782,TdT_MD
138-4-4,slice2,74.7495,14.10907858,0.478102601,112,6,1,6,32.92416713,4.703452447,TdT_MD
138-4-4,slice2,50.1417,11.42541148,0.489063749,113,1,0,1,0.716984868,0.716984868,TdT_MD
138-4-4,slice2,82.5111,11.40086041,0.80825284,114,6,3,3,30.23637921,5.039396536,TdT_MD
138-4-4,slice2,57.6387,10.14592998,0.712919632,115,3,1,2,19.88050038,6.626833461,TdT_MD
138-4-4,slice2,44.8938,8.571625385,0.777983025,116,4,1,3,24.1824095,6.045602376,TdT_MD
138-4-4,slice2,33.8688,8.052862163,0.664981246,117,1,0,1,2.027939397,2.027939397,TdT_MD
138-4-4,slice2,52.6995,10.1343027,0.653324387,118,6,1,5,32.15622771,5.359371285,TdT_MD
138-4-4,slice2,31.5315,8.471627377,0.559398194,119,4,2,3,17.13557594,3.427115188,TdT_MD
138-4-4,slice2,62.3574,13.76501953,0.41902936,120,5,3,2,23.05160629,4.610321259,TdT_MD
138-4-4,slice2,65.5767,13.93423183,0.430024909,121,3,0,3,8.864772883,2.954924294,TdT_MD
138-4-4,slice2,48.5982,11.08402545,0.503657463,122,1,0,1,1.136984856,1.136984856,TdT_MD
138-4-4,slice2,44.9379,7.974228899,0.89979898,123,4,1,3,6.206833448,1.551708362,TdT_MD
139-3-4,slice1,52.479,8.931015807,0.837710489,1,7,5,2,41.86100063,5.980142947,TdT_MD
139-3-4,slice1,50.1417,11.29731674,0.500217133,2,0,0,0,0,0,TdT_MD
139-3-4,slice1,41.3658,9.782563534,0.550359151,3,8,4,5,62.19134918,6.910149909,TdT_MD
139-3-4,slice1,98.4753,19.2975623,0.336691791,4,14,9,7,71.06230407,4.441394004,TdT_MD
139-3-4,slice1,69.9426,14.73075352,0.41039491,5,16,12,6,103.9715467,5.776197038,TdT_MD
139-3-4,slice1,81.4968,14.62382922,0.485208569,6,14,5,9,67.54944046,4.824960033,TdT_MD
139-3-4,slice1,89.2143,15.32412924,0.483718813,7,20,17,6,88.73471331,3.858031014,TdT_MD
139-3-4,slice1,89.2143,13.81073885,0.595539764,8,19,10,9,95.67345587,5.035445046,TdT_MD
139-3-4,slice1,35.8974,7.915962436,0.72939984,9,5,5,4,26.6303488,2.958927644,TdT_MD
139-3-4,slice1,60.0642,13.08821414,0.446441986,10,4,4,2,18.39557608,3.065929347,TdT_MD
139-3-4,slice1,47.2752,8.64657198,0.805110649,11,2,0,2,1.853969736,0.926984868,TdT_MD
139-3-4,slice1,69.3252,15.41856656,0.371289998,12,16,16,4,87.91581955,4.395790977,TdT_MD
139-3-4,slice1,60.0642,10.08742234,0.751563027,13,15,7,8,72.81436475,4.854290983,TdT_MD
139-3-4,slice1,59.0058,11.9474452,0.526325882,14,6,3,3,18.35954573,3.059924288,TdT_MD
139-3-4,slice1,45.8199,9.600660458,0.63293926,15,11,6,5,39.26893989,3.569903626,TdT_MD
139-3-4,slice1,56.2716,10.76526847,0.618229398,16,7,4,3,35.64798541,5.092569344,TdT_MD
139-3-4,slice1,80.8353,10.64327566,0.908574518,17,5,0,5,24.54527303,4.909054606,TdT_MD
139-3-4,slice1,48.0249,13.06234687,0.358372077,18,10,3,7,38.55813684,3.855813684,TdT_MD
139-3-4,slice1,100.548,14.22420218,0.632743543,19,2,0,2,9.458742544,4.729371272,TdT_MD
139-3-4,slice1,73.647,10.97606135,0.778344979,20,11,8,4,61.75642515,5.146368763,TdT_MD
139-3-4,slice1,52.92,8.99615685,0.832560719,21,5,3,4,28.2084397,4.029777101,TdT_MD
139-3-4,slice1,51.5529,10.92712248,0.549732733,22,13,10,5,63.31959181,4.221306121,TdT_MD
139-3-4,slice1,58.8735,10.74717827,0.648994577,23,21,16,7,96.42647111,4.192455266,TdT_MD
139-3-4,slice1,91.3311,17.01664519,0.401588178,24,7,1,6,38.64512177,5.520731682,TdT_MD
139-3-4,slice1,68.3109,13.30425573,0.491381676,25,10,4,6,33.95306119,3.395306119,TdT_MD
139-3-4,slice1,65.709,14.7705322,0.383479974,26,11,8,5,55.85275854,4.296366042,TdT_MD
139-3-4,slice1,68.4432,11.57742942,0.650153854,27,8,4,4,34.07607628,4.259509534,TdT_MD
139-3-4,slice1,66.591,13.29240147,0.479864647,28,8,4,6,49.00100079,4.900100079,TdT_MD
139-3-4,slice1,75.1464,13.66797275,0.512165228,29,20,17,5,121.0736532,5.503347871,TdT_MD
139-3-4,slice1,58.4766,9.929294997,0.755188564,30,17,16,7,96.61280419,4.200556704,TdT_MD
139-3-4,slice1,64.9593,13.88773516,0.4288334,31,9,9,4,66.93436465,5.148797281,TdT_MD
139-3-4,slice1,38.5875,9.125867932,0.589940759,32,10,7,3,42.75195488,4.275195488,TdT_MD
139-3-4,slice1,44.1882,8.912092435,0.708364951,33,7,4,3,29.74431857,4.249188368,TdT_MD
139-3-4,slice1,44.8497,10.9340503,0.477647518,34,11,5,6,48.71894004,4.428994549,TdT_MD
139-3-4,slice1,68.4873,12.32547045,0.574001668,35,21,15,8,123.3388806,5.362560027,TdT_MD
139-3-4,slice1,64.6506,14.19704242,0.408401114,36,14,11,5,78.87707685,4.929817303,TdT_MD
139-3-4,slice1,39.9105,8.971440827,0.631353937,37,3,0,3,1.397939385,0.465979795,TdT_MD
139-3-4,slice1,62.5779,9.868758696,0.818099342,38,4,1,3,27.75496999,6.938742497,TdT_MD
139-3-4,slice1,36.5148,7.249085349,0.884733799,39,9,5,4,46.69356125,5.188173472,TdT_MD
139-3-4,slice1,53.7138,10.00089113,0.683783469,40,5,2,3,14.94859115,2.98971823,TdT_MD
139-3-4,slice1,34.1334,8.901867363,0.548437864,41,10,9,1,53.1886372,5.31886372,TdT_MD
139-3-4,slice1,68.7078,11.67801078,0.641473054,42,7,2,5,28.57130342,4.081614774,TdT_MD
139-3-4,slice1,56.6244,9.680529488,0.76933503,43,24,19,5,105.7534558,4.406393993,TdT_MD
139-3-4,slice1,67.1643,15.56047242,0.353185654,44,11,7,4,51.03768261,4.639789328,TdT_MD
139-3-4,slice1,91.1106,13.75474312,0.613160341,45,20,14,7,89.19692536,4.247472636,TdT_MD
139-3-4,slice1,39.8223,8.316621593,0.733065153,46,3,0,4,8.567788115,2.141947029,TdT_MD
139-3-4,slice1,65.1798,13.51725206,0.45419915,47,4,1,3,12.53668194,3.134170485,TdT_MD
139-3-4,slice1,75.3228,14.95947416,0.428552387,48,3,1,4,17.09954583,3.419909166,TdT_MD
139-3-4,slice1,60.6375,18.59464316,0.223293309,49,4,1,3,19.61954582,4.904886454,TdT_MD
139-3-4,slice1,91.9044,17.53323671,0.380646842,50,14,8,8,56.10753089,3.50672068,TdT_MD
139-3-4,slice1,53.6697,10.64208949,0.603372446,51,8,3,5,20.94542461,2.618178076,TdT_MD
139-3-4,slice1,55.2573,10.66241927,0.618854092,52,10,8,4,57.59245533,4.799371277,TdT_MD
139-3-4,slice1,74.3967,10.43797701,0.869422987,53,18,15,5,102.5885319,5.129426596,TdT_MD
139-3-4,slice1,61.1226,10.19384632,0.748920596,54,5,0,6,8.915727425,1.485954571,TdT_MD
139-3-4,slice1,57.0213,11.68573372,0.531661559,55,1,0,1,2.114924253,2.114924253,TdT_MD
139-3-4,slice1,54.1107,11.19140304,0.550077901,56,0,0,0,0,0,TdT_MD
139-3-4,slice1,52.4349,9.658525341,0.715663578,57,10,7,3,39.8057732,3.98057732,TdT_MD
139-3-4,slice1,47.0988,9.48075799,0.667165898,58,6,1,5,12.31175776,2.051959627,TdT_MD
139-3-4,slice1,83.5254,13.06741892,0.622800646,59,5,2,5,16.77271233,2.396101761,TdT_MD
139-3-4,slice1,82.026,15.32133059,0.444906433,60,5,1,4,28.26557622,5.653115244,TdT_MD
139-3-4,slice1,51.6411,10.39759437,0.608190821,61,11,7,4,35.09004581,3.190004165,TdT_MD
139-3-4,slice1,51.1119,10.79270833,0.55869047,62,10,8,4,59.05989467,4.921657889,TdT_MD
139-3-4,slice1,60.0642,11.08301425,0.622601313,63,18,14,6,77.00818298,3.850409149,TdT_MD
139-3-4,slice1,75.0582,15.16057238,0.415792898,64,9,7,6,49.88577359,3.837367199,TdT_MD
139-3-4,slice1,48.2895,12.23700323,0.410594075,65,7,3,4,25.07336408,3.581909155,TdT_MD
139-3-4,slice1,76.6458,15.50143731,0.406120155,66,4,0,4,9.335727324,2.333931831,TdT_MD
